region,date,max_ndvi
prudhoebay,2019-04-07,4919
prudhoebay,2019-04-23,6398
prudhoebay,2019-05-09,5916
prudhoebay,2019-05-25,7025
prudhoebay,2019-06-10,7585
prudhoebay,2019-06-26,8035
prudhoebay,2019-07-12,8059
prudhoebay,2019-07-28,7730
prudhoebay,2019-08-13,8203
prudhoebay,2019-08-29,6311
prudhoebay,2019-09-14,8641
prudhoebay,2019-09-30,6911
prudhoebay,2019-10-16,3517
prudhoebay,2019-11-01,735
prudhoebay,2019-11-17,0
prudhoebay,2019-12-03,0
prudhoebay,2019-12-19,0
prudhoebay,2020-01-01,0
prudhoebay,2020-01-17,0
prudhoebay,2020-02-02,477
prudhoebay,2020-02-18,313
prudhoebay,2020-03-05,9049
prudhoebay,2020-03-21,321
prudhoebay,2020-04-06,435
prudhoebay,2020-04-22,466
prudhoebay,2020-05-08,5758
prudhoebay,2020-05-24,7788
prudhoebay,2020-06-09,7672
prudhoebay,2020-06-25,8088
prudhoebay,2020-07-11,8088
prudhoebay,2020-07-27,8135
prudhoebay,2020-08-12,6375
prudhoebay,2020-08-28,7001
prudhoebay,2020-09-13,7235
prudhoebay,2020-09-29,9840
prudhoebay,2020-10-15,1403
prudhoebay,2020-10-31,0
prudhoebay,2020-11-16,0
prudhoebay,2020-12-02,0
prudhoebay,2020-12-18,0
prudhoebay,2021-01-01,0
prudhoebay,2021-01-17,0
prudhoebay,2021-02-02,288
prudhoebay,2021-02-18,183
prudhoebay,2021-03-06,636
prudhoebay,2021-03-22,452
prudhoebay,2021-04-07,1063
prudhoebay,2021-04-23,5295
prudhoebay,2021-05-09,5482
prudhoebay,2021-05-25,5881
prudhoebay,2021-06-10,7691
prudhoebay,2021-06-26,8161
prudhoebay,2021-07-12,8144
prudhoebay,2021-07-28,8161
ivotuk_north,2000-02-18,0
ivotuk_north,2000-03-05,0
ivotuk_north,2000-03-21,0
ivotuk_north,2000-04-06,0
ivotuk_north,2000-04-22,0
ivotuk_north,2000-05-08,0
ivotuk_north,2000-05-24,1073
ivotuk_north,2000-06-09,5692
ivotuk_north,2000-06-25,5942
ivotuk_north,2000-07-11,6716
ivotuk_north,2000-07-27,7572
ivotuk_north,2000-08-12,6460
ivotuk_north,2000-08-28,6150
ivotuk_north,2000-09-13,7842
ivotuk_north,2000-09-29,247
ivotuk_north,2000-10-15,0
ivotuk_north,2000-10-31,0
ivotuk_north,2000-11-16,0
ivotuk_north,2000-12-02,0
ivotuk_north,2000-12-18,0
ivotuk_north,2001-01-01,0
ivotuk_north,2001-01-17,0
ivotuk_north,2001-02-02,0
ivotuk_north,2001-02-18,0
ivotuk_north,2001-03-06,0
ivotuk_north,2001-03-22,0
ivotuk_north,2001-04-07,0
ivotuk_north,2001-04-23,0
ivotuk_north,2001-05-09,0
ivotuk_north,2001-05-25,2057
ivotuk_north,2001-06-10,4991
ivotuk_north,2001-06-26,6733
ivotuk_north,2001-07-12,6906
ivotuk_north,2001-07-28,7046
ivotuk_north,2001-08-13,7452
ivotuk_north,2001-08-29,6407
ivotuk_north,2001-09-14,9281
ivotuk_north,2001-09-30,2085
ivotuk_north,2001-10-16,1179
ivotuk_north,2001-11-01,0
ivotuk_north,2001-11-17,0
ivotuk_north,2001-12-03,0
ivotuk_north,2001-12-19,0
ivotuk_north,2002-01-01,0
ivotuk_north,2002-01-17,0
ivotuk_north,2002-02-02,0
ivotuk_north,2002-02-18,0
ivotuk_north,2002-03-06,0
ivotuk_north,2002-03-22,0
ivotuk_north,2002-04-07,0
ivotuk_north,2002-04-23,0
ivotuk_north,2002-05-09,5235
ivotuk_north,2002-05-25,5355
ivotuk_north,2002-06-10,6410
ivotuk_north,2002-06-26,6131
ivotuk_north,2002-07-12,6907
ivotuk_north,2002-07-28,7013
ivotuk_north,2002-08-13,6525
ivotuk_north,2002-08-29,5845
ivotuk_north,2002-09-14,6489
ivotuk_north,2002-09-30,5052
ivotuk_north,2002-10-16,476
ivotuk_north,2002-11-01,0
ivotuk_north,2002-11-17,0
ivotuk_north,2002-12-03,0
ivotuk_north,2002-12-19,0
ivotuk_north,2003-01-01,0
ivotuk_north,2003-01-17,0
ivotuk_north,2003-02-02,0
ivotuk_north,2003-02-18,0
ivotuk_north,2003-03-06,0
ivotuk_north,2003-03-22,0
ivotuk_north,2003-04-07,3
ivotuk_north,2003-04-23,0
ivotuk_north,2003-05-09,130
ivotuk_north,2003-05-25,1021
ivotuk_north,2003-06-10,5183
ivotuk_north,2003-06-26,6498
ivotuk_north,2003-07-12,6732
ivotuk_north,2003-07-28,7534
ivotuk_north,2003-08-13,7268
ivotuk_north,2003-08-29,6582
ivotuk_north,2003-09-14,5549
ivotuk_north,2003-09-30,2706
ivotuk_north,2003-10-16,50
ivotuk_north,2003-11-01,0
ivotuk_north,2003-11-17,0
ivotuk_north,2003-12-03,0
ivotuk_north,2003-12-19,0
ivotuk_north,2004-01-01,0
ivotuk_north,2004-01-17,0
ivotuk_north,2004-02-02,0
ivotuk_north,2004-02-18,0
ivotuk_north,2004-03-05,0
ivotuk_north,2004-03-21,0
ivotuk_north,2004-04-06,0
ivotuk_north,2004-04-22,0
ivotuk_north,2004-05-08,175
ivotuk_north,2004-05-24,4908
ivotuk_north,2004-06-09,5776
ivotuk_north,2004-06-25,9908
ivotuk_north,2004-07-11,7346
ivotuk_north,2004-07-27,7929
ivotuk_north,2004-08-12,7673
ivotuk_north,2004-08-28,7735
ivotuk_north,2004-09-13,6229
ivotuk_north,2004-09-29,185
ivotuk_north,2004-10-15,189
ivotuk_north,2004-10-31,0
ivotuk_north,2004-11-16,0
ivotuk_north,2004-12-02,0
ivotuk_north,2004-12-18,0
ivotuk_north,2005-01-01,0
ivotuk_north,2005-01-17,0
ivotuk_north,2005-02-02,0
ivotuk_north,2005-02-18,0
ivotuk_north,2005-03-06,0
ivotuk_north,2005-03-22,0
ivotuk_north,2005-04-07,0
ivotuk_north,2005-04-23,0
ivotuk_north,2005-05-09,0
ivotuk_north,2005-05-25,1131
ivotuk_north,2005-06-10,5227
ivotuk_north,2005-06-26,7346
ivotuk_north,2005-07-12,6523
ivotuk_north,2005-07-28,7883
ivotuk_north,2005-08-13,7809
ivotuk_north,2005-08-29,7030
ivotuk_north,2005-09-14,8765
ivotuk_north,2005-09-30,4404
ivotuk_north,2005-10-16,1457
ivotuk_north,2005-11-01,0
ivotuk_north,2005-11-17,0
ivotuk_north,2005-12-03,0
ivotuk_north,2005-12-19,0
ivotuk_north,2006-01-01,0
ivotuk_north,2006-01-17,0
ivotuk_north,2006-02-02,0
ivotuk_north,2006-02-18,51
ivotuk_north,2006-03-06,60
ivotuk_north,2006-03-22,0
ivotuk_north,2006-04-07,0
ivotuk_north,2006-04-23,3
ivotuk_north,2006-05-09,514
ivotuk_north,2006-05-25,4819
ivotuk_north,2006-06-10,6307
ivotuk_north,2006-06-26,7002
ivotuk_north,2006-07-12,6969
ivotuk_north,2006-07-28,7087
ivotuk_north,2006-08-13,6707
ivotuk_north,2006-08-29,6159
ivotuk_north,2006-09-14,9883
ivotuk_north,2006-09-30,2616
ivotuk_north,2006-10-16,1547
ivotuk_north,2006-11-01,0
ivotuk_north,2006-11-17,0
ivotuk_north,2006-12-03,0
ivotuk_north,2006-12-19,0
ivotuk_north,2007-01-01,0
ivotuk_north,2007-01-17,0
ivotuk_north,2007-02-02,0
ivotuk_north,2007-02-18,33
ivotuk_north,2007-03-06,8
ivotuk_north,2007-03-22,0
ivotuk_north,2007-04-07,228
ivotuk_north,2007-04-23,63
ivotuk_north,2007-05-09,219
ivotuk_north,2007-05-25,4515
ivotuk_north,2007-06-10,5481
ivotuk_north,2007-06-26,5767
ivotuk_north,2007-07-12,7048
ivotuk_north,2007-07-28,7148
ivotuk_north,2007-08-13,7474
ivotuk_north,2007-08-29,6684
ivotuk_north,2007-09-14,6099
ivotuk_north,2007-09-30,2498
ivotuk_north,2007-10-16,476
ivotuk_north,2007-11-01,0
ivotuk_north,2007-11-17,0
ivotuk_north,2007-12-03,0
ivotuk_north,2007-12-19,0
ivotuk_north,2008-01-01,0
ivotuk_north,2008-01-17,0
ivotuk_north,2008-02-02,0
ivotuk_north,2008-02-18,0
ivotuk_north,2008-03-05,0
ivotuk_north,2008-03-21,0
ivotuk_north,2008-04-06,12
ivotuk_north,2008-04-22,0
ivotuk_north,2008-05-08,0
ivotuk_north,2008-05-24,4584
ivotuk_north,2008-06-09,5359
ivotuk_north,2008-06-25,6547
ivotuk_north,2008-07-11,7003
ivotuk_north,2008-07-27,7662
ivotuk_north,2008-08-12,6620
ivotuk_north,2008-08-28,9646
ivotuk_north,2008-09-13,8737
ivotuk_north,2008-09-29,8178
ivotuk_north,2008-10-15,230
ivotuk_north,2008-10-31,0
ivotuk_north,2008-11-16,0
ivotuk_north,2008-12-02,0
ivotuk_north,2008-12-18,0
ivotuk_north,2009-01-01,0
ivotuk_north,2009-01-17,0
ivotuk_north,2009-02-02,0
ivotuk_north,2009-02-18,0
ivotuk_north,2009-03-06,0
ivotuk_north,2009-03-22,0
ivotuk_north,2009-04-07,0
ivotuk_north,2009-04-23,0
ivotuk_north,2009-05-09,809
ivotuk_north,2009-05-25,5407
ivotuk_north,2009-06-10,5460
ivotuk_north,2009-06-26,5910
ivotuk_north,2009-07-12,6696
ivotuk_north,2009-07-28,7975
ivotuk_north,2009-08-13,7686
ivotuk_north,2009-08-29,8407
ivotuk_north,2009-09-14,9151
ivotuk_north,2009-09-30,8788
ivotuk_north,2009-10-16,2743
ivotuk_north,2009-11-01,0
ivotuk_north,2009-11-17,0
ivotuk_north,2009-12-03,0
ivotuk_north,2009-12-19,0
ivotuk_north,2010-01-01,0
ivotuk_north,2010-01-17,0
ivotuk_north,2010-02-02,0
ivotuk_north,2010-02-18,14
ivotuk_north,2010-03-06,0
ivotuk_north,2010-03-22,0
ivotuk_north,2010-04-07,0
ivotuk_north,2010-04-23,0
ivotuk_north,2010-05-09,0
ivotuk_north,2010-05-25,1124
ivotuk_north,2010-06-10,5073
ivotuk_north,2010-06-26,6110
ivotuk_north,2010-07-12,6755
ivotuk_north,2010-07-28,7516
ivotuk_north,2010-08-13,7889
ivotuk_north,2010-08-29,6870
ivotuk_north,2010-09-14,7444
ivotuk_north,2010-09-30,1139
ivotuk_north,2010-10-16,166
ivotuk_north,2010-11-01,0
ivotuk_north,2010-11-17,0
ivotuk_north,2010-12-03,0
ivotuk_north,2010-12-19,0
ivotuk_north,2011-01-01,0
ivotuk_north,2011-01-17,0
ivotuk_north,2011-02-02,0
ivotuk_north,2011-02-18,94
ivotuk_north,2011-03-06,0
ivotuk_north,2011-03-22,0
ivotuk_north,2011-04-07,0
ivotuk_north,2011-04-23,0
ivotuk_north,2011-05-09,0
ivotuk_north,2011-05-25,4806
ivotuk_north,2011-06-10,6000
ivotuk_north,2011-06-26,6495
ivotuk_north,2011-07-12,8325
ivotuk_north,2011-07-28,8208
ivotuk_north,2011-08-13,7660
ivotuk_north,2011-08-29,9211
ivotuk_north,2011-09-14,6837
ivotuk_north,2011-09-30,1910
ivotuk_north,2011-10-16,96
ivotuk_north,2011-11-01,0
ivotuk_north,2011-11-17,0
ivotuk_north,2011-12-03,0
ivotuk_north,2011-12-19,0
ivotuk_north,2012-01-01,0
ivotuk_north,2012-01-17,0
ivotuk_north,2012-02-02,0
ivotuk_north,2012-02-18,258
ivotuk_north,2012-03-05,23
ivotuk_north,2012-03-21,0
ivotuk_north,2012-04-06,109
ivotuk_north,2012-04-22,80
ivotuk_north,2012-05-08,421
ivotuk_north,2012-05-24,3746
ivotuk_north,2012-06-09,7546
ivotuk_north,2012-06-25,6432
ivotuk_north,2012-07-11,7209
ivotuk_north,2012-07-27,7416
ivotuk_north,2012-08-12,7424
ivotuk_north,2012-08-28,7066
ivotuk_north,2012-09-13,6124
ivotuk_north,2012-09-29,9097
ivotuk_north,2012-10-15,134
ivotuk_north,2012-10-31,0
ivotuk_north,2012-11-16,0
ivotuk_north,2012-12-02,0
ivotuk_north,2012-12-18,0
ivotuk_north,2013-01-01,0
ivotuk_north,2013-01-17,0
ivotuk_north,2013-02-02,0
ivotuk_north,2013-02-18,0
ivotuk_north,2013-03-06,10
ivotuk_north,2013-03-22,0
ivotuk_north,2013-04-07,0
ivotuk_north,2013-04-23,0
ivotuk_north,2013-05-09,0
ivotuk_north,2013-05-25,4941
ivotuk_north,2013-06-10,6124
ivotuk_north,2013-06-26,6941
ivotuk_north,2013-07-12,7123
ivotuk_north,2013-07-28,8301
ivotuk_north,2013-08-13,9831
ivotuk_north,2013-08-29,6997
ivotuk_north,2013-09-14,6368
ivotuk_north,2013-09-30,407
ivotuk_north,2013-10-16,1
ivotuk_north,2013-11-01,0
ivotuk_north,2013-11-17,0
ivotuk_north,2013-12-03,0
ivotuk_north,2013-12-19,0
ivotuk_north,2014-01-01,0
ivotuk_north,2014-01-17,0
ivotuk_north,2014-02-02,0
ivotuk_north,2014-02-18,0
ivotuk_north,2014-03-06,6
ivotuk_north,2014-03-22,0
ivotuk_north,2014-04-07,0
ivotuk_north,2014-04-23,42
ivotuk_north,2014-05-09,1296
ivotuk_north,2014-05-25,2379
ivotuk_north,2014-06-10,5324
ivotuk_north,2014-06-26,7205
ivotuk_north,2014-07-12,7491
ivotuk_north,2014-07-28,7026
ivotuk_north,2014-08-13,7283
ivotuk_north,2014-08-29,6385
ivotuk_north,2014-09-14,5838
ivotuk_north,2014-09-30,1197
ivotuk_north,2014-10-16,0
ivotuk_north,2014-11-01,0
ivotuk_north,2014-11-17,0
ivotuk_north,2014-12-03,0
ivotuk_north,2014-12-19,0
ivotuk_north,2015-01-01,0
ivotuk_north,2015-01-17,0
ivotuk_north,2015-02-02,0
ivotuk_north,2015-02-18,0
ivotuk_north,2015-03-06,0
ivotuk_north,2015-03-22,0
ivotuk_north,2015-04-07,24
ivotuk_north,2015-04-23,0
ivotuk_north,2015-05-09,3168
ivotuk_north,2015-05-25,9050
ivotuk_north,2015-06-10,9895
ivotuk_north,2015-06-26,7755
ivotuk_north,2015-07-12,7653
ivotuk_north,2015-07-28,8261
ivotuk_north,2015-08-13,7556
ivotuk_north,2015-08-29,7440
ivotuk_north,2015-09-14,7966
ivotuk_north,2015-09-30,2976
ivotuk_north,2015-10-16,483
ivotuk_north,2015-11-01,0
ivotuk_north,2015-11-17,0
ivotuk_north,2015-12-03,0
ivotuk_north,2015-12-19,0
ivotuk_north,2016-01-01,0
ivotuk_north,2016-01-17,0
ivotuk_north,2016-02-02,0
ivotuk_north,2016-02-18,0
ivotuk_north,2016-03-05,0
ivotuk_north,2016-03-21,39
ivotuk_north,2016-04-06,75
ivotuk_north,2016-04-22,603
ivotuk_north,2016-05-08,4574
ivotuk_north,2016-05-24,5121
ivotuk_north,2016-06-09,5676
ivotuk_north,2016-06-25,7844
ivotuk_north,2016-07-11,7231
ivotuk_north,2016-07-27,7340
ivotuk_north,2016-08-12,6692
ivotuk_north,2016-08-28,6544
ivotuk_north,2016-09-13,9558
ivotuk_north,2016-09-29,9828
ivotuk_north,2016-10-15,3151
ivotuk_north,2016-10-31,0
ivotuk_north,2016-11-16,0
ivotuk_north,2016-12-02,0
ivotuk_north,2016-12-18,0
ivotuk_north,2017-01-01,0
ivotuk_north,2017-01-17,0
ivotuk_north,2017-02-02,0
ivotuk_north,2017-02-18,0
ivotuk_north,2017-03-06,10
ivotuk_north,2017-03-22,39
ivotuk_north,2017-04-07,0
ivotuk_north,2017-04-23,0
ivotuk_north,2017-05-09,0
ivotuk_north,2017-05-25,3891
ivotuk_north,2017-06-10,5525
ivotuk_north,2017-06-26,8285
ivotuk_north,2017-07-12,9459
ivotuk_north,2017-07-28,8356
ivotuk_north,2017-08-13,7618
ivotuk_north,2017-08-29,7316
ivotuk_north,2017-09-14,6021
ivotuk_north,2017-09-30,4507
ivotuk_north,2017-10-16,518
ivotuk_north,2017-11-01,0
ivotuk_north,2017-11-17,0
ivotuk_north,2017-12-03,0
ivotuk_north,2017-12-19,0
ivotuk_north,2018-01-01,0
ivotuk_north,2018-01-17,0
ivotuk_north,2018-02-02,0
ivotuk_north,2018-02-18,20
ivotuk_north,2018-03-06,6
ivotuk_north,2018-03-22,0
ivotuk_north,2018-04-07,0
ivotuk_north,2018-04-23,0
ivotuk_north,2018-05-09,0
ivotuk_north,2018-05-25,475
ivotuk_north,2018-06-10,4576
ivotuk_north,2018-06-26,7674
ivotuk_north,2018-07-12,7253
ivotuk_north,2018-07-28,8472
ivotuk_north,2018-08-13,7424
ivotuk_north,2018-08-29,7391
ivotuk_north,2018-09-14,6970
ivotuk_north,2018-09-30,5969
ivotuk_north,2018-10-16,362
ivotuk_north,2018-11-01,0
ivotuk_north,2018-11-17,0
ivotuk_north,2018-12-03,0
ivotuk_north,2018-12-19,0
ivotuk_north,2019-01-01,0
ivotuk_north,2019-01-17,0
ivotuk_north,2019-02-02,0
ivotuk_north,2019-02-18,0
ivotuk_north,2019-03-06,106
ivotuk_north,2019-03-22,0
ivotuk_north,2019-04-07,0
ivotuk_north,2019-04-23,0
ivotuk_north,2019-05-09,448
ivotuk_north,2019-05-25,5442
ivotuk_north,2019-06-10,7154
ivotuk_north,2019-06-26,7748
ivotuk_north,2019-07-12,9169
ivotuk_north,2019-07-28,9671
ivotuk_north,2019-08-13,9689
ivotuk_north,2019-08-29,8862
ivotuk_north,2019-09-14,8842
ivotuk_north,2019-09-30,7837
ivotuk_north,2019-10-16,1313
ivotuk_north,2019-11-01,0
ivotuk_north,2019-11-17,0
ivotuk_north,2019-12-03,0
ivotuk_north,2019-12-19,0
ivotuk_north,2020-01-01,0
ivotuk_north,2020-01-17,0
ivotuk_north,2020-02-02,0
ivotuk_north,2020-02-18,192
ivotuk_north,2020-03-05,70
ivotuk_north,2020-03-21,0
ivotuk_north,2020-04-06,0
ivotuk_north,2020-04-22,0
ivotuk_north,2020-05-08,0
ivotuk_north,2020-05-24,4575
ivotuk_north,2020-06-09,6043
ivotuk_north,2020-06-25,7080
ivotuk_north,2020-07-11,7685
ivotuk_north,2020-07-27,8130
ivotuk_north,2020-08-12,9940
ivotuk_north,2020-08-28,8354
ivotuk_north,2020-09-13,9398
ivotuk_north,2020-09-29,8058
ivotuk_north,2020-10-15,2143
ivotuk_north,2020-10-31,0
ivotuk_north,2020-11-16,0
ivotuk_north,2020-12-02,0
ivotuk_north,2020-12-18,0
ivotuk_north,2021-01-01,0
ivotuk_north,2021-01-17,0
ivotuk_north,2021-02-02,0
ivotuk_north,2021-02-18,0
ivotuk_north,2021-03-06,0
ivotuk_north,2021-03-22,0
ivotuk_north,2021-04-07,0
ivotuk_north,2021-04-23,16
ivotuk_north,2021-05-09,188
ivotuk_north,2021-05-25,5058
ivotuk_north,2021-06-10,9549
ivotuk_north,2021-06-26,9452
ivotuk_north,2021-07-12,9967
ivotuk_north,2021-07-28,8563
ivotuk_south,2000-02-18,0
ivotuk_south,2000-03-05,0
ivotuk_south,2000-03-21,0
ivotuk_south,2000-04-06,0
ivotuk_south,2000-04-22,0
ivotuk_south,2000-05-08,683
ivotuk_south,2000-05-24,4993
ivotuk_south,2000-06-09,7054
ivotuk_south,2000-06-25,7585
ivotuk_south,2000-07-11,8230
ivotuk_south,2000-07-27,8201
ivotuk_south,2000-08-12,7193
ivotuk_south,2000-08-28,6525
ivotuk_south,2000-09-13,6438
ivotuk_south,2000-09-29,587
ivotuk_south,2000-10-15,154
ivotuk_south,2000-10-31,0
ivotuk_south,2000-11-16,0
ivotuk_south,2000-12-02,0
ivotuk_south,2000-12-18,0
ivotuk_south,2001-01-01,0
ivotuk_south,2001-01-17,0
ivotuk_south,2001-02-02,18
ivotuk_south,2001-02-18,0
ivotuk_south,2001-03-06,13
ivotuk_south,2001-03-22,0
ivotuk_south,2001-04-07,0
ivotuk_south,2001-04-23,0
ivotuk_south,2001-05-09,0
ivotuk_south,2001-05-25,4796
ivotuk_south,2001-06-10,5730
ivotuk_south,2001-06-26,8001
ivotuk_south,2001-07-12,8002
ivotuk_south,2001-07-28,8505
ivotuk_south,2001-08-13,7627
ivotuk_south,2001-08-29,6255
ivotuk_south,2001-09-14,5743
ivotuk_south,2001-09-30,18
ivotuk_south,2001-10-16,68
ivotuk_south,2001-11-01,0
ivotuk_south,2001-11-17,0
ivotuk_south,2001-12-03,0
ivotuk_south,2001-12-19,0
ivotuk_south,2002-01-01,0
ivotuk_south,2002-01-17,0
ivotuk_south,2002-02-02,0
ivotuk_south,2002-02-18,30
ivotuk_south,2002-03-06,0
ivotuk_south,2002-03-22,0
ivotuk_south,2002-04-07,0
ivotuk_south,2002-04-23,0
ivotuk_south,2002-05-09,5512
ivotuk_south,2002-05-25,5588
ivotuk_south,2002-06-10,6980
ivotuk_south,2002-06-26,7776
ivotuk_south,2002-07-12,8105
ivotuk_south,2002-07-28,8035
ivotuk_south,2002-08-13,7524
ivotuk_south,2002-08-29,6413
ivotuk_south,2002-09-14,5909
ivotuk_south,2002-09-30,9934
ivotuk_south,2002-10-16,1099
ivotuk_south,2002-11-01,847
ivotuk_south,2002-11-17,0
ivotuk_south,2002-12-03,0
ivotuk_south,2002-12-19,0
ivotuk_south,2003-01-01,0
ivotuk_south,2003-01-17,0
ivotuk_south,2003-02-02,0
ivotuk_south,2003-02-18,0
ivotuk_south,2003-03-06,0
ivotuk_south,2003-03-22,0
ivotuk_south,2003-04-07,41
ivotuk_south,2003-04-23,89
ivotuk_south,2003-05-09,215
ivotuk_south,2003-05-25,5449
ivotuk_south,2003-06-10,6853
ivotuk_south,2003-06-26,8105
ivotuk_south,2003-07-12,8167
ivotuk_south,2003-07-28,8007
ivotuk_south,2003-08-13,7743
ivotuk_south,2003-08-29,6030
ivotuk_south,2003-09-14,7557
ivotuk_south,2003-09-30,8746
ivotuk_south,2003-10-16,81
ivotuk_south,2003-11-01,0
ivotuk_south,2003-11-17,0
ivotuk_south,2003-12-03,0
ivotuk_south,2003-12-19,0
ivotuk_south,2004-01-01,0
ivotuk_south,2004-01-17,0
ivotuk_south,2004-02-02,65
ivotuk_south,2004-02-18,15
ivotuk_south,2004-03-05,5
ivotuk_south,2004-03-21,0
ivotuk_south,2004-04-06,0
ivotuk_south,2004-04-22,110
ivotuk_south,2004-05-08,3993
ivotuk_south,2004-05-24,5560
ivotuk_south,2004-06-09,6891
ivotuk_south,2004-06-25,8120
ivotuk_south,2004-07-11,8251
ivotuk_south,2004-07-27,8348
ivotuk_south,2004-08-12,7619
ivotuk_south,2004-08-28,6966
ivotuk_south,2004-09-13,6547
ivotuk_south,2004-09-29,14
ivotuk_south,2004-10-15,130
ivotuk_south,2004-10-31,0
ivotuk_south,2004-11-16,0
ivotuk_south,2004-12-02,0
ivotuk_south,2004-12-18,0
ivotuk_south,2005-01-01,0
ivotuk_south,2005-01-17,0
ivotuk_south,2005-02-02,0
ivotuk_south,2005-02-18,0
ivotuk_south,2005-03-06,0
ivotuk_south,2005-03-22,0
ivotuk_south,2005-04-07,0
ivotuk_south,2005-04-23,0
ivotuk_south,2005-05-09,797
ivotuk_south,2005-05-25,5602
ivotuk_south,2005-06-10,6552
ivotuk_south,2005-06-26,8077
ivotuk_south,2005-07-12,8277
ivotuk_south,2005-07-28,8348
ivotuk_south,2005-08-13,8016
ivotuk_south,2005-08-29,6948
ivotuk_south,2005-09-14,6526
ivotuk_south,2005-09-30,7324
ivotuk_south,2005-10-16,1397
ivotuk_south,2005-11-01,104
ivotuk_south,2005-11-17,0
ivotuk_south,2005-12-03,0
ivotuk_south,2005-12-19,0
ivotuk_south,2006-01-01,0
ivotuk_south,2006-01-17,0
ivotuk_south,2006-02-02,0
ivotuk_south,2006-02-18,348
ivotuk_south,2006-03-06,160
ivotuk_south,2006-03-22,33
ivotuk_south,2006-04-07,0
ivotuk_south,2006-04-23,0
ivotuk_south,2006-05-09,827
ivotuk_south,2006-05-25,5605
ivotuk_south,2006-06-10,6918
ivotuk_south,2006-06-26,7949
ivotuk_south,2006-07-12,8190
ivotuk_south,2006-07-28,8231
ivotuk_south,2006-08-13,7500
ivotuk_south,2006-08-29,6245
ivotuk_south,2006-09-14,6432
ivotuk_south,2006-09-30,9497
ivotuk_south,2006-10-16,4462
ivotuk_south,2006-11-01,334
ivotuk_south,2006-11-17,0
ivotuk_south,2006-12-03,0
ivotuk_south,2006-12-19,0
ivotuk_south,2007-01-01,0
ivotuk_south,2007-01-17,0
ivotuk_south,2007-02-02,0
ivotuk_south,2007-02-18,168
ivotuk_south,2007-03-06,0
ivotuk_south,2007-03-22,0
ivotuk_south,2007-04-07,0
ivotuk_south,2007-04-23,0
ivotuk_south,2007-05-09,594
ivotuk_south,2007-05-25,5747
ivotuk_south,2007-06-10,6776
ivotuk_south,2007-06-26,8036
ivotuk_south,2007-07-12,8162
ivotuk_south,2007-07-28,7971
ivotuk_south,2007-08-13,7478
ivotuk_south,2007-08-29,6252
ivotuk_south,2007-09-14,6080
ivotuk_south,2007-09-30,9700
ivotuk_south,2007-10-16,992
ivotuk_south,2007-11-01,0
ivotuk_south,2007-11-17,0
ivotuk_south,2007-12-03,0
ivotuk_south,2007-12-19,0
ivotuk_south,2008-01-01,0
ivotuk_south,2008-01-17,0
ivotuk_south,2008-02-02,44
ivotuk_south,2008-02-18,105
ivotuk_south,2008-03-05,35
ivotuk_south,2008-03-21,11
ivotuk_south,2008-04-06,0
ivotuk_south,2008-04-22,196
ivotuk_south,2008-05-08,2927
ivotuk_south,2008-05-24,5537
ivotuk_south,2008-06-09,6612
ivotuk_south,2008-06-25,8290
ivotuk_south,2008-07-11,8206
ivotuk_south,2008-07-27,8208
ivotuk_south,2008-08-12,6942
ivotuk_south,2008-08-28,6156
ivotuk_south,2008-09-13,5880
ivotuk_south,2008-09-29,7826
ivotuk_south,2008-10-15,215
ivotuk_south,2008-10-31,26
ivotuk_south,2008-11-16,0
ivotuk_south,2008-12-02,0
ivotuk_south,2008-12-18,0
ivotuk_south,2009-01-01,0
ivotuk_south,2009-01-17,0
ivotuk_south,2009-02-02,97
ivotuk_south,2009-02-18,73
ivotuk_south,2009-03-06,1
ivotuk_south,2009-03-22,0
ivotuk_south,2009-04-07,0
ivotuk_south,2009-04-23,1368
ivotuk_south,2009-05-09,5310
ivotuk_south,2009-05-25,6164
ivotuk_south,2009-06-10,7538
ivotuk_south,2009-06-26,7774
ivotuk_south,2009-07-12,7974
ivotuk_south,2009-07-28,9934
ivotuk_south,2009-08-13,7736
ivotuk_south,2009-08-29,5948
ivotuk_south,2009-09-14,9951
ivotuk_south,2009-09-30,6986
ivotuk_south,2009-10-16,2690
ivotuk_south,2009-11-01,626
ivotuk_south,2009-11-17,0
ivotuk_south,2009-12-03,0
ivotuk_south,2009-12-19,0
ivotuk_south,2010-01-01,0
ivotuk_south,2010-01-17,0
ivotuk_south,2010-02-02,0
ivotuk_south,2010-02-18,69
ivotuk_south,2010-03-06,4
ivotuk_south,2010-03-22,0
ivotuk_south,2010-04-07,0
ivotuk_south,2010-04-23,0
ivotuk_south,2010-05-09,506
ivotuk_south,2010-05-25,5737
ivotuk_south,2010-06-10,7148
ivotuk_south,2010-06-26,7937
ivotuk_south,2010-07-12,8543
ivotuk_south,2010-07-28,8700
ivotuk_south,2010-08-13,7492
ivotuk_south,2010-08-29,6329
ivotuk_south,2010-09-14,5868
ivotuk_south,2010-09-30,5435
ivotuk_south,2010-10-16,462
ivotuk_south,2010-11-01,0
ivotuk_south,2010-11-17,0
ivotuk_south,2010-12-03,0
ivotuk_south,2010-12-19,0
ivotuk_south,2011-01-01,0
ivotuk_south,2011-01-17,0
ivotuk_south,2011-02-02,16
ivotuk_south,2011-02-18,155
ivotuk_south,2011-03-06,24
ivotuk_south,2011-03-22,36
ivotuk_south,2011-04-07,0
ivotuk_south,2011-04-23,71
