region,date,max_ndvi
ivotuk_south,2011-05-09,3254
ivotuk_south,2011-05-25,6304
ivotuk_south,2011-06-10,6734
ivotuk_south,2011-06-26,8025
ivotuk_south,2011-07-12,8229
ivotuk_south,2011-07-28,7936
ivotuk_south,2011-08-13,7333
ivotuk_south,2011-08-29,5903
ivotuk_south,2011-09-14,9362
ivotuk_south,2011-09-30,9750
ivotuk_south,2011-10-16,439
ivotuk_south,2011-11-01,0
ivotuk_south,2011-11-17,0
ivotuk_south,2011-12-03,0
ivotuk_south,2011-12-19,0
ivotuk_south,2012-01-01,0
ivotuk_south,2012-01-17,0
ivotuk_south,2012-02-02,0
ivotuk_south,2012-02-18,187
ivotuk_south,2012-03-05,56
ivotuk_south,2012-03-21,0
ivotuk_south,2012-04-06,0
ivotuk_south,2012-04-22,0
ivotuk_south,2012-05-08,985
ivotuk_south,2012-05-24,5604
ivotuk_south,2012-06-09,6786
ivotuk_south,2012-06-25,8133
ivotuk_south,2012-07-11,8246
ivotuk_south,2012-07-27,8485
ivotuk_south,2012-08-12,7401
ivotuk_south,2012-08-28,8751
ivotuk_south,2012-09-13,7710
ivotuk_south,2012-09-29,8425
ivotuk_south,2012-10-15,499
ivotuk_south,2012-10-31,0
ivotuk_south,2012-11-16,0
ivotuk_south,2012-12-02,0
ivotuk_south,2012-12-18,0
ivotuk_south,2013-01-01,0
ivotuk_south,2013-01-17,0
ivotuk_south,2013-02-02,20
ivotuk_south,2013-02-18,25
ivotuk_south,2013-03-06,80
ivotuk_south,2013-03-22,0
ivotuk_south,2013-04-07,0
ivotuk_south,2013-04-23,9
ivotuk_south,2013-05-09,0
ivotuk_south,2013-05-25,5580
ivotuk_south,2013-06-10,7019
ivotuk_south,2013-06-26,8520
ivotuk_south,2013-07-12,8396
ivotuk_south,2013-07-28,8861
ivotuk_south,2013-08-13,8136
ivotuk_south,2013-08-29,9383
ivotuk_south,2013-09-14,9842
ivotuk_south,2013-09-30,340
ivotuk_south,2013-10-16,220
ivotuk_south,2013-11-01,0
ivotuk_south,2013-11-17,0
ivotuk_south,2013-12-03,0
ivotuk_south,2013-12-19,0
ivotuk_south,2014-01-01,0
ivotuk_south,2014-01-17,0
ivotuk_south,2014-02-02,0
ivotuk_south,2014-02-18,82
ivotuk_south,2014-03-06,103
ivotuk_south,2014-03-22,42
ivotuk_south,2014-04-07,5
ivotuk_south,2014-04-23,1467
ivotuk_south,2014-05-09,6374
ivotuk_south,2014-05-25,6640
ivotuk_south,2014-06-10,6648
ivotuk_south,2014-06-26,8187
ivotuk_south,2014-07-12,8348
ivotuk_south,2014-07-28,7878
ivotuk_south,2014-08-13,7433
ivotuk_south,2014-08-29,6126
ivotuk_south,2014-09-14,9872
ivotuk_south,2014-09-30,9898
ivotuk_south,2014-10-16,740
ivotuk_south,2014-11-01,244
ivotuk_south,2014-11-17,0
ivotuk_south,2014-12-03,0
ivotuk_south,2014-12-19,0
ivotuk_south,2015-01-01,0
ivotuk_south,2015-01-17,0
ivotuk_south,2015-02-02,183
ivotuk_south,2015-02-18,31
ivotuk_south,2015-03-06,53
ivotuk_south,2015-03-22,37
ivotuk_south,2015-04-07,0
ivotuk_south,2015-04-23,0
ivotuk_south,2015-05-09,5773
ivotuk_south,2015-05-25,6269
ivotuk_south,2015-06-10,7551
ivotuk_south,2015-06-26,8107
ivotuk_south,2015-07-12,8007
ivotuk_south,2015-07-28,8255
ivotuk_south,2015-08-13,7557
ivotuk_south,2015-08-29,6153
ivotuk_south,2015-09-14,8809
ivotuk_south,2015-09-30,8757
ivotuk_south,2015-10-16,1720
ivotuk_south,2015-11-01,0
ivotuk_south,2015-11-17,0
ivotuk_south,2015-12-03,0
ivotuk_south,2015-12-19,0
ivotuk_south,2016-01-01,0
ivotuk_south,2016-01-17,0
ivotuk_south,2016-02-02,0
ivotuk_south,2016-02-18,0
ivotuk_south,2016-03-05,16
ivotuk_south,2016-03-21,40
ivotuk_south,2016-04-06,0
ivotuk_south,2016-04-22,0
ivotuk_south,2016-05-08,5650
ivotuk_south,2016-05-24,6008
ivotuk_south,2016-06-09,7109
ivotuk_south,2016-06-25,7955
ivotuk_south,2016-07-11,8152
ivotuk_south,2016-07-27,8012
ivotuk_south,2016-08-12,7521
ivotuk_south,2016-08-28,6366
ivotuk_south,2016-09-13,8602
ivotuk_south,2016-09-29,7847
ivotuk_south,2016-10-15,2794
ivotuk_south,2016-10-31,2009
ivotuk_south,2016-11-16,0
ivotuk_south,2016-12-02,0
ivotuk_south,2016-12-18,0
ivotuk_south,2017-01-01,0
ivotuk_south,2017-01-17,0
ivotuk_south,2017-02-02,254
ivotuk_south,2017-02-18,138
ivotuk_south,2017-03-06,124
ivotuk_south,2017-03-22,40
ivotuk_south,2017-04-07,227
ivotuk_south,2017-04-23,1004
ivotuk_south,2017-05-09,4808
ivotuk_south,2017-05-25,6047
ivotuk_south,2017-06-10,6707
ivotuk_south,2017-06-26,8018
ivotuk_south,2017-07-12,8628
ivotuk_south,2017-07-28,8565
ivotuk_south,2017-08-13,8321
ivotuk_south,2017-08-29,6626
ivotuk_south,2017-09-14,7970
ivotuk_south,2017-09-30,9825
ivotuk_south,2017-10-16,1673
ivotuk_south,2017-11-01,693
ivotuk_south,2017-11-17,0
ivotuk_south,2017-12-03,0
ivotuk_south,2017-12-19,0
ivotuk_south,2018-01-01,0
ivotuk_south,2018-01-17,0
ivotuk_south,2018-02-02,70
ivotuk_south,2018-02-18,225
ivotuk_south,2018-03-06,141
ivotuk_south,2018-03-22,128
ivotuk_south,2018-04-07,113
ivotuk_south,2018-04-23,1042
ivotuk_south,2018-05-09,5452
ivotuk_south,2018-05-25,6331
ivotuk_south,2018-06-10,6591
ivotuk_south,2018-06-26,7107
ivotuk_south,2018-07-12,8132
ivotuk_south,2018-07-28,8133
ivotuk_south,2018-08-13,7664
ivotuk_south,2018-08-29,7214
ivotuk_south,2018-09-14,9467
ivotuk_south,2018-09-30,6064
ivotuk_south,2018-10-16,1033
ivotuk_south,2018-11-01,0
ivotuk_south,2018-11-17,0
ivotuk_south,2018-12-03,0
ivotuk_south,2018-12-19,0
ivotuk_south,2019-01-01,0
ivotuk_south,2019-01-17,0
ivotuk_south,2019-02-02,0
ivotuk_south,2019-02-18,60
ivotuk_south,2019-03-06,0
ivotuk_south,2019-03-22,621
ivotuk_south,2019-04-07,439
ivotuk_south,2019-04-23,1298
ivotuk_south,2019-05-09,6014
ivotuk_south,2019-05-25,6287
ivotuk_south,2019-06-10,7852
ivotuk_south,2019-06-26,8349
ivotuk_south,2019-07-12,8166
ivotuk_south,2019-07-28,8214
ivotuk_south,2019-08-13,8608
ivotuk_south,2019-08-29,6487
ivotuk_south,2019-09-14,6886
ivotuk_south,2019-09-30,8349
ivotuk_south,2019-10-16,1986
ivotuk_south,2019-11-01,723
ivotuk_south,2019-11-17,0
ivotuk_south,2019-12-03,0
ivotuk_south,2019-12-19,0
ivotuk_south,2020-01-01,0
ivotuk_south,2020-01-17,0
ivotuk_south,2020-02-02,156
ivotuk_south,2020-02-18,167
ivotuk_south,2020-03-05,759
ivotuk_south,2020-03-21,247
ivotuk_south,2020-04-06,328
ivotuk_south,2020-04-22,1242
ivotuk_south,2020-05-08,6383
ivotuk_south,2020-05-24,7650
ivotuk_south,2020-06-09,7832
ivotuk_south,2020-06-25,8041
ivotuk_south,2020-07-11,8099
ivotuk_south,2020-07-27,9405
ivotuk_south,2020-08-12,6873
ivotuk_south,2020-08-28,9296
ivotuk_south,2020-09-13,7242
ivotuk_south,2020-09-29,9928
ivotuk_south,2020-10-15,1456
ivotuk_south,2020-10-31,0
ivotuk_south,2020-11-16,0
ivotuk_south,2020-12-02,0
ivotuk_south,2020-12-18,0
ivotuk_south,2021-01-01,0
ivotuk_south,2021-01-17,0
ivotuk_south,2021-02-02,45
ivotuk_south,2021-02-18,111
ivotuk_south,2021-03-06,54
ivotuk_south,2021-03-22,14
ivotuk_south,2021-04-07,133
ivotuk_south,2021-04-23,879
ivotuk_south,2021-05-09,6807
ivotuk_south,2021-05-25,7650
ivotuk_south,2021-06-10,8043
ivotuk_south,2021-06-26,9402
ivotuk_south,2021-07-12,7993
ivotuk_south,2021-07-28,8153
